id,question,proposed_answer,source_url,repo,file,method,score
docs-297981ea297e,How to work with units,"Units are a very important part of any scientific work. Units are also a common source of problems when multiple people are working with the same data. Sometimes this has far-reaching consequences as demonstrated by the [Mars Climate Orbiter incident](https://en.wikipedia.org/wiki/Mars_Climate_Orbiter#Cause_of_failure){:target=""_blank""}. This document explains the possibilities and best practices when working with units within the NOMAD infrastructure.",https://github.com/FAIRmat-NFDI/nomad-docs,nomad-docs,units.md,heading_qa,1.0
docs-65d347439fd3,How to Use the NOMAD-material-processing Plugin,"The **NOMAD-material-processing plugin** provides standardized schemas for common methods, processes, and instruments. These schemas are generalized to ensure they are not tied to any specific lab or setup, promoting interoperability across the materials science community. Users can inherit from these schemas, further specializing them to fit their specific needs, all while maintaining a consistent structure that benefits broader community use. For more details, see [levels of schemas in NOMAD](../explanation/levelsofschema.md). To use this plugin, you must have it installed on your NOMAD Oasis instance (please refer to the [installation guide](install.md) for instructions). Alternatively, you can explore the plugin’s functionality and make use of it on our centrally hosted [Example Oasis](https://nomad-lab.eu/prod/v1/oasis/gui/search/entries). This guide will walk you through the different ways to use the NOMAD-material-processing plugin:",https://github.com/FAIRmat-NFDI/nomad-material-processing,nomad-material-processing,use_this_plugin.md,heading_qa,1.0
docs-9a8cecb86487,What You Will Find in This Documentation,"This documentation builds upon the general [NOMAD documentation](https://nomad-lab.eu/prod/v1/staging/docs/explanation/data.html). Here, you will find comprehensive guides on: - **Using the Plugin**: Step-by-step instructions on how to integrate and use the NOMAD Material Processing Plugin in your NOMAD Oasis. - **Data Structures and Supported Methods**: Detailed descriptions of the available schemas, sections, and supported material processing techniques. - **Contributing**: Learn how you can contribute to the ongoing development of this plugin.",https://github.com/FAIRmat-NFDI/nomad-material-processing,nomad-material-processing,index.md,heading_qa,1.0
docs-bc26f8dca1c2,How to Use the NOMAD-measurement Plugin,"The **NOMAD-measurement plugin** provides standardized schemas for common characterization methods and instruments. These schemas are generalized to ensure they are not tied to any specific lab or setup, promoting interoperability across the materials science community. Users can inherit from these schemas, further specializing them to fit their specific needs, all while maintaining a consistent structure that benefits broader community use. For more details, see [levels of schemas in NOMAD](../explanation/levelsofschema.md). To use this plugin, you must have it installed on your NOMAD Oasis instance (please refer to the [installation guide](install.md) for instructions). Alternatively, you can explore the plugin’s functionality and make use of it on our centrally hosted [Example Oasis](https://nomad-lab.eu/prod/v1/oasis/gui/search/entries). This guide will walk you through the different ways to use the NOMAD-measurement plugin:",https://github.com/FAIRmat-NFDI/nomad-measurements,nomad-measurements,use_this_plugin.md,heading_qa,1.0
docs-1e2157e2aa08,What You Will Find in This Documentation,"This documentation builds upon the general [NOMAD documentation](https://nomad-lab.eu/prod/v1/staging/docs/explanation/data.html). Here, you will find comprehensive guides on: - **Using the Plugin**: Step-by-step instructions on how to integrate and use the NOMAD Measurements Plugin in your NOMAD Oasis. - **Data Structures and Supported Methods**: Detailed descriptions of the available schemas, sections, and supported measurement techniques. - **Contributing**: Learn how you can contribute to the ongoing development of this plugin.",https://github.com/FAIRmat-NFDI/nomad-measurements,nomad-measurements,index.md,heading_qa,1.0
docs-686ce78460ec,How to Use This Plugin,"To use the plugin functionality you need to provide a workflow.yaml file which points to the entries or mainfiles of the (DFT) calculations of the individual images belonging to the reaction path of interest. This usually includes a converged intial and final state, which should be provided as input to the workflow, as well as a number of intermediate images on the reaction path, which should be given as individual tasks. You can find an example for a standard neb workflow.yaml file below, for the case that the workflow file is placed in the same upload as the dft calculation folders. Instead of the relative location as shown above, you can also use the absolute path to the individual entries pointing to the section `'/uploads/{upload_id}/archive/{entry_id}#/'`, e.g. something like `'/uploads/l_mldUFpS-ilzqNeoR_mFw/archive/25P9WSXdCgJIyop1wE8rtMvR3jiP#/'`. In this case the workflow files can also be placed in separate uploads. This can be especially handy if you are e.g. pointing to already published NOMAD entries.",https://github.com/FAIRmat-NFDI/nomad-neb-workflows,nomad-neb-workflows,use_this_plugin.md,heading_qa,1.0
docs-fdba6b544c3a,TODO can we make these admonitions indented somehow or more obviously connected with the members of this list?,"??? details An element that represents periodic images of the box as coordinate vectors of `Float` or `Integer` type and allows one to compute for each particle its absolute position in space. If `image` is present, `position` must be present as well. For time-dependent data, the `step` and `time` datasets of `image` must equal those of `position`, which must be accomplished by hard-linking the respective datasets. <!-- If the component $k$ of `box/boundary` (see [below](#simulation-box)) is set to `none`, the values of the corresponding component $k$ of `image` serve as placeholders. If the component $k$ of `box/boundary` is set to `periodic`, for a cuboid box, the component $k$ of the absolute position of particle $i$ is computed as $R_{ik} = r_{ik} + L_k a_{ik}$, where $\vec r_i$ is taken from `position`, $\vec a_i$ is taken from `image`, and $\vec L$ from `box/edges`. -->",https://github.com/FAIRmat-NFDI/nomad-parser-plugins-simulation,nomad-parser-plugins-simulation,h5md_expl.md,heading_qa,1.0
docs-e048baa4cea5,How to add a new ion to the database,"The [Halide Perovskite Ions Database](https://nomad-lab.eu/prod/v1/develop/gui/search/perovskite-ions), compiles a set of more than 300 entries of ions used in halide perovskites compounds. This one can be used to explore potential ions for perovskites, visualize those ions, or download its structured data. This dataset can be extended for new ions by uploading new data to the NOMAD repository following the steps below. <iframe src=""https://scribehow.com/shared/Creating_a_New_Upload_in_NOMAD_Lab__LKKUO75ITdiG5iM8C9Muxg"" width=""100%"" height=""640"" allowfullscreen frameborder=""0""></iframe>",https://github.com/FAIRmat-NFDI/nomad-perovskite-solar-cells-database,nomad-perovskite-solar-cells-database,add_a_new_ion.md,heading_qa,1.0
docs-a7baa13da53b,How to create custom workflows with NOMAD entries,"<!-- The implementation of this how-to is in nomad-utility-workflows/tests/utils/workflow_yaml_examples/water_equilibration --> This how-to will walk you through how to use `nomad-utility-workflows` to generate the yaml file required to define a [custom workflow](https://nomad-lab.eu/prod/v1/docs/howto/customization/workflows.html){:target=""_blank""}.",https://github.com/FAIRmat-NFDI/nomad-utility-workflows,nomad-utility-workflows,create_custom_workflows.md,heading_qa,1.0
docs-20a6e9022564,How to map pieces of information to NeXus,"Conceptually, mapping between representations of concepts and instance data is a key tasks in information science. The plugin pynxtools-apm implements this specifically for the file and serialization formats used within the research field of atom probe tomography. The plugin offloads this code from eventually other software where NeXus is used to avoid that every user and software developer has to make individual changes in their own tools. Technically, instance data representing concepts within the realm of one ontology, or a semantic file format like NeXus, are considered the source (`src`). Source data are mapped on instance data representing a concept in NeXus as the target (`trg`). This mapping is only performed by pynxtools-apm, if `src` and `trg` can be transformed such that `src` and `trg` are connected via a relationship such as `is_equivalent` or `same_as` relationship. A transformation can be as simple as that an instance `src` has an elementary data type (e.g. a string or a single-precision floating point value) that is copied into an instance `trg` using the same data type. In practice, though the situation is more complex such that the mapping demands further normalization or processing. One example is when `src` represents a tilt angle with unit radiants used at the `src` side but `trg` requires that this value should be stored in degrees and maybe even promoted from single precision to double precision. In this case, the transformation is composed of a copy, a multiplication, and value promoting of the value that was read from `src`, convert from radiants to degrees, and is finally returned as value behind `trg`. Such transformations are configured via the respective files in the *config* directory of pynxtools-apm. Upon parsing, it is the set of functions in *mapping_functor.py* which implements the actual transformations by reading the configuration and returning the properly formatted and transformed target to successively fill the `template` dictionary variable. The name functor is used because mapping may demand to use not only a copy or data type conversion as it was explained. It is this *template* variable from which core functions like *convert.py* of the pynxtools write the actual NeXus/HDF5 file. The latter tool is also referred to as the dataconverter of [pynxtools](https://github.com/FAIRmat-NFDI/pynxtools).",https://github.com/FAIRmat-NFDI/pynxtools-apm,pynxtools-apm,contextualization.md,heading_qa,1.0
docs-0eb2c82f8d92,Who is this tutorial for?,This document is for people who want to standardize their research data by converting these into a NeXus standardized format.,https://github.com/FAIRmat-NFDI/pynxtools-apm,pynxtools-apm,standalone.md,heading_qa,1.0
docs-7feefd85694f,What should you know before this tutorial?,- You should have a basic understanding of [FAIRmat NeXus](https://github.com/FAIRmat/nexus_definitions) and [pynxtools](https://github.com/FAIRmat/pynxtools) - You should have a basic understanding of using Python and Jupyter notebooks via [JupyterLab](https://jupyter.org),https://github.com/FAIRmat-NFDI/pynxtools-apm,pynxtools-apm,standalone.md,heading_qa,1.0
docs-e11b890b23c0,Where to go from here?,If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/). For questions regarding the experiment or this specific example contact [Markus Kühbach](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat) or the rest of the [FAIRmat team](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat).,https://github.com/FAIRmat-NFDI/pynxtools-apm,pynxtools-apm,README.md,heading_qa,1.0
docs-5bfd04287af4,How to use it?,"Navigate to the examples directory. Therein, execute the following command which instructs the `ellips` reader to convert the example data using the `NXellipsometry` NeXus application definition resulting in a NeXus/HDF5 file:",https://github.com/FAIRmat-NFDI/pynxtools-ellips,pynxtools-ellips,README.md,heading_qa,1.0
docs-67d8deb359f8,Are there detailed examples?,"Yes, [here](https://gitlab.mpcdf.mpg.de/nomad-lab/nomad-remote-tools-hub/-/tree/develop/docker/ellips) you can find an exhaustive example how to use `pynxtools` for your ellipsometry research data pipeline.",https://github.com/FAIRmat-NFDI/pynxtools-ellips,pynxtools-ellips,README.md,heading_qa,1.0
docs-a946b946b2b2,Where to go from here?,"If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/consortium). For questions regarding the experiment or this specific example contact [the FAIRmat team](https://www.fairmat-nfdi.eu/fairmat/fairmat_/fairmatteam). If you want to learn more about the analysis tool, please refer to its [GitHub page](https://github.com/PyEllips/pyElli), where you may raise an [issue](https://github.com/PyEllips/pyElli/issues), look at the [documentation](https://pyelli.readthedocs.io/en/latest/) or just get in contact with the developers.",https://github.com/FAIRmat-NFDI/pynxtools-ellips,pynxtools-ellips,README.md,heading_qa,1.0
docs-3371054c841d,How to map pieces of information to NeXus,"Conceptually, mapping between representations of concepts and instance data is a key tasks in information science. The plugin pynxtools-em implements this specifically for serialization formats used within the research field of electron microscopy. The plugin offloads this code from other software to avoid that every user and software developer have to make individual changes in their own tools. Technically, instance data representing concepts within the realm of one ontology or file format are considered the source (`src`). These instance data are mapped on instance data representing a concept in NeXus as the target (`trg`). A transformation can be as simple as that an instance `src` has an elementary data type (e.g. a string or single-precision floating point value) that is copied into an instance `trg` of the same data type. Often though, such a mapping demands further normalization. One example is when `src` represents say a quantity such as a tilt angle with a value in unit radiants but `trg` requires that this value should be stored in unit degrees. In this case, the transformation is composed of a read of the value from `src`, a multiplication to convert from radiants to degrees, and the return of the value as `trg`. Such transformations are configured via the respective files in the *config* directory of pynxtools-em. Upon parsing, it is this set of functions in *mapping_functor.py* which implement the actual transformations by reading the configuration and returning the properly formatted and transformed target to fill the `template` dictionary variable.",https://github.com/FAIRmat-NFDI/pynxtools-em,pynxtools-em,contextualization.md,heading_qa,1.0
docs-a3c7d77d198b,Who is this tutorial for?,This document is for people who want to standardize their research data by converting these into a NeXus standardized format.,https://github.com/FAIRmat-NFDI/pynxtools-em,pynxtools-em,standalone.md,heading_qa,1.0
docs-082fb0f65cb3,What should you know before this tutorial?,- You should have a basic understanding of [FAIRmat NeXus](https://github.com/FAIRmat/nexus_definitions) and [pynxtools](https://github.com/FAIRmat/pynxtools) - You should have a basic understanding of using Python and Jupyter notebooks via [JupyterLab](https://jupyter.org),https://github.com/FAIRmat-NFDI/pynxtools-em,pynxtools-em,standalone.md,heading_qa,1.0
docs-da37795ca04e,Where to go from here?,If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/). For questions regarding the experiment or this specific example contact [Markus Kühbach](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat) or the rest of the [FAIRmat team](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat).,https://github.com/FAIRmat-NFDI/pynxtools-em,pynxtools-em,README.md,heading_qa,1.0
docs-be4fe9df9770,Who is this tutorial for?,This document is for people who want to use this reader as a standalone application for converting their research data into a standardized NeXus format.,https://github.com/FAIRmat-NFDI/pynxtools-igor,pynxtools-igor,standalone.md,heading_qa,1.0
docs-4cf7472f35ba,What should you should know before this tutorial?,- You should have a basic understanding of [FAIRmat NeXus](https://github.com/FAIRmat/nexus_definitions) and [pynxtools](https://github.com/FAIRmat/pynxtools) - You should have a basic understanding of using Python and Jupyter notebooks via [JupyterLab](https://jupyter.org),https://github.com/FAIRmat-NFDI/pynxtools-igor,pynxtools-igor,standalone.md,heading_qa,1.0
docs-cb2ab3f60b78,Where to go from here?,"If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/consortium). For general questions regarding the Igor pipeline and if you're interested in building one for your own research workflow, you may contact [Laurenz Rettig](https://www.fair-di.eu/fairmat/about-fairmat/team-fairmat) and [Lukas Pielsticker](https://www.fair-di.eu/fairmat/about-fairmat/team-fairmat) from the FAIRmat consortium.",https://github.com/FAIRmat-NFDI/pynxtools-igor,pynxtools-igor,README.md,heading_qa,1.0
docs-6956ba8b8feb,Who is this tutorial for?,This document is for people who want to use this reader as a standalone application for converting their research data into a standardized NeXus format.,https://github.com/FAIRmat-NFDI/pynxtools-mpes,pynxtools-mpes,standalone.md,heading_qa,1.0
docs-460ed83ee894,What should you should know before this tutorial?,- You should have a basic understanding of [FAIRmat NeXus](https://github.com/FAIRmat/nexus_definitions) and [pynxtools](https://github.com/FAIRmat/pynxtools) - You should have a basic understanding of using Python and Jupyter notebooks via [JupyterLab](https://jupyter.org),https://github.com/FAIRmat-NFDI/pynxtools-mpes,pynxtools-mpes,standalone.md,heading_qa,1.0
docs-a76bfbb11ae4,Where to go from here?,If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/consortium). If you have questions regarding the experiments in the examples please refer to the [Dynamics of Correlated Materials](https://pc.fhi-berlin.mpg.de/docm/) or [Structural & Electronic Surface Dynamics](https://pc.fhi-berlin.mpg.de/sesd/) working group at the Fritz-Haber Institute Berlin. For general questions regarding the MPES pipeline and if you're interested in building one for your own research workflow you may contact [Florian Dobener](https://www.fairmat-nfdi.eu/fairmat/fairmat_/fairmatteam) from the FAIRmat consortium.,https://github.com/FAIRmat-NFDI/pynxtools-mpes,pynxtools-mpes,README.md,heading_qa,1.0
docs-8cd2d6116f2f,How does the pre-structured experimental data look like?,"Human-readable structured text formats are used for this. Examples are `.yaml`or `.json`. This looks like that: This file is called `eln_data.yaml`and can be found [here](https://github.com/FAIRmat-NFDI/pynxtools-raman/blob/main/tests/data/witec/eln_data.yaml). This is an example for a WITec Raman spectrometer. If you want to use `pynxtools-raman`, you need a small programm or script to parse your own experimental output data to such a pre-structured format.",https://github.com/FAIRmat-NFDI/pynxtools-raman,pynxtools-raman,adjust_config_file.md,heading_qa,1.0
docs-0f56203783b9,What else is required for the data conversion?,"Lets take a look at the command, to convert the data for the WITec instrument: The indiviual commands are explained [here](../how-tos/convert_data.md). Aside from telling the program which NeXus definition you want to use (`NXraman`) and what reader for the dataconverion to use (`raman`), you have to:",https://github.com/FAIRmat-NFDI/pynxtools-raman,pynxtools-raman,adjust_config_file.md,heading_qa,1.0
docs-8c2184612b79,How to Contribute or Extend the Reader Functionality,"If you want to add the different versions of the `Nanonis Generic` model for `STM` experiment, please check the `STM_Nanonis` class for `STM` experiment, which parses the data into a python dict of slash (`/`) separated key-value pair (see the right part of the config file). The class uses the `nanonispy` sub-package to read the `sxm` type file. That should also be checked and modified (if needed). If you add different versions of the `Nanonis Generic` model for `STS` experiment, please check the `BiasSpecData_Nanonis` class for `STS` experiment. The class reads the raw data from the raw files into a dict of slash separated key-value pair (see the config file). If you go for a completely different model (e.g., from a different brand), please handle it in a new module with different functions and classes.",https://github.com/FAIRmat-NFDI/pynxtools-spm,pynxtools-spm,how_to_guide.md,heading_qa,1.0
docs-8c2184612b79,How to Contribute or Extend the Reader Functionality,"If you want to add the different versions of the `Nanonis Generic` model for `STM` experiment, please check the `STM_Nanonis` class for `STM` experiment, which parses the data into a python dict of slash (`/`) separated key-value pair (see the right part of the config file). The class uses the `nanonispy` sub-package to read the `sxm` type file. That should also be checked and modified (if needed). If you add different versions of the `Nanonis Generic` model for `STS` experiment, please check the `BiasSpecData_Nanonis` class for `STS` experiment. The class reads the raw data from the raw files into a dict of slash separated key-value pair (see the config file). If you go for a completely different model (e.g., from a different brand), please handle it in a new module with different functions and classes.",https://github.com/FAIRmat-NFDI/pynxtools-spm,pynxtools-spm,reader-tutorial.md,heading_qa,1.0
docs-85b9a9a24196,How to Contribute or Extend the Reader Functionality,"If you want to add the different versions of the `Nanonis Generic` model for `STM` experiment, please check the `STM_Nanonis` class for `STM` experiment, which parses the data into a python dict of slash (`/`) separated key-value pair (see the right part of the config file). The class uses the `nanonispy` sub-package to read the `sxm` type file. That should also be checked and modified (if needed). If you add different versions of the `Nanonis Generic` model for `STS` experiment, please check the `BiasSpecData_Nanonis` class for `STS` experiment. The class reads the raw data from the raw files into a dict of slash separated key-value pair (see the config file). If you go for a completely different model (e.g., from a different brand), please handle it in a new module with different functions and classes.",https://github.com/FAIRmat-NFDI/pynxtools-stm,pynxtools-stm,how_to_guide.md,heading_qa,1.0
docs-85b9a9a24196,How to Contribute or Extend the Reader Functionality,"If you want to add the different versions of the `Nanonis Generic` model for `STM` experiment, please check the `STM_Nanonis` class for `STM` experiment, which parses the data into a python dict of slash (`/`) separated key-value pair (see the right part of the config file). The class uses the `nanonispy` sub-package to read the `sxm` type file. That should also be checked and modified (if needed). If you add different versions of the `Nanonis Generic` model for `STS` experiment, please check the `BiasSpecData_Nanonis` class for `STS` experiment. The class reads the raw data from the raw files into a dict of slash separated key-value pair (see the config file). If you go for a completely different model (e.g., from a different brand), please handle it in a new module with different functions and classes.",https://github.com/FAIRmat-NFDI/pynxtools-stm,pynxtools-stm,reader-tutorial.md,heading_qa,1.0
docs-e49ccf235c37,Who is this tutorial for?,This document is for people who want to use this reader as a standalone standardize their research data by converting these into a NeXus standardized format.,https://github.com/FAIRmat-NFDI/pynxtools-xps,pynxtools-xps,standalone.md,heading_qa,1.0
docs-a352ec9e2122,What should you should know before this tutorial?,- You should have a basic understanding of [FAIRmat NeXus](https://github.com/FAIRmat/nexus_definitions) and [pynxtools](https://github.com/FAIRmat/pynxtools) - You should have a basic understanding of using Python and Jupyter notebooks via [JupyterLab](https://jupyter.org),https://github.com/FAIRmat-NFDI/pynxtools-xps,pynxtools-xps,standalone.md,heading_qa,1.0
docs-946454542284,Where to go from here?,If you're interested in using this pipeline and NOMAD in general you'll find support at [FAIRmat](https://www.fairmat-nfdi.eu/fairmat/). For questions regarding the experiment or this specific example contact [Lukas Pielsticker](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat) or the rest of the [FAIRmat team](https://www.fairmat-nfdi.eu/fairmat/about-fairmat/team-fairmat).,https://github.com/FAIRmat-NFDI/pynxtools-xps,pynxtools-xps,README.md,heading_qa,1.0
docs-b0ecd2337caa,How to launch locally for debugging,"In the workflow-documentation directory, create your own virtual environment with Python3.9: and activate it in your shell: Always ensure that the environment is active. Else run the command above again.",https://github.com/FAIRmat-NFDI/AreaC-Tutorial-CECAM-2023,AreaC-Tutorial-CECAM-2023,README.md,heading_qa,0.95
docs-8225fad2a884,How to launch locally for debugging,"In the workflow-documentation directory, create your own virtual environment with Python3.9: and activate it in your shell: Always ensure that the environment is active. Else run the command above again.",https://github.com/FAIRmat-NFDI/fairmat-tutorial-14-computational-plugins,fairmat-tutorial-14-computational-plugins,README.md,heading_qa,0.95
docs-0ba385054aa7,📁 What's inside?,"You’ll find a folder called All_CIFs. This contains structure files that can be used to train the model on a specific chemical space. The model will learn to identify if any of these structures match your XRD pattern! 🔍 > **Note:** You can easily replace these CIF files with those relevant to your chemical space of interest, so the model is trained specifically for your study. 🧪🔬",https://github.com/FAIRmat-NFDI/nomad-auto-xrd,nomad-auto-xrd,README.md,heading_qa,0.95
docs-b9e7df91dc7a,How to Create Catalysis Entries,"To create one or more entries in NOMAD through the browser, the user first has to navigate to the “PUBLISH” tab, log into their account (if applicable), then click “CREATE A NEW UPLOAD”. Here, there are 4 main ways to create catalysis entries in the NOMAD / NOMAD Oasis: - using the catalysis parser functionality - manually via the graphical user interface (GUI) - dropping archive.json files directly in an upload - using the tabular parser, for creating more customized entries and when the data has already been collected in csv or xlsx files First I will detail how to create entries and explain the structure of the schemas. Later I will add how to add larger datasets more quickly.",https://github.com/FAIRmat-NFDI/nomad-catalysis-plugin,nomad-catalysis-plugin,use_this_plugin.md,heading_qa,0.95
docs-6a130d63f817,How to use base sections,"As previously mentioned in [How to write a schema](basics.md#base-sections-and-inheritance), base sections can be used when writing custom schemas to inherit properties and *functionality* from already defined sections. Here we explain the properties and functionality of specific base sections and how they can be used.",https://github.com/FAIRmat-NFDI/nomad-docs,nomad-docs,base_sections.md,heading_qa,0.95
docs-e6f41bf7105b,How to write a YAML schema package,"This guide explains how to write and upload NOMAD schema packages in the YAML format that can be uploaded as part of your data. This is a good way to start out experimenting with custom data structures in NOMAD, but for more advanced use cases you may need to use [Python schema packages](../plugins/schema_packages.md). For more information on how an archive file is composed, visit [Explanation > Data structure](../../explanation/data.md).",https://github.com/FAIRmat-NFDI/nomad-docs,nomad-docs,basics.md,heading_qa,0.95
docs-8feebd8d62f7,How These Schemas Relate to Each Other,"The relationships between these schema levels can be visualized as a layered model: - **Basic Architecture and Base Sections**: At the core, ensuring interoperability and defining the primary structures. - **Community/Standard Plugins**: Inherit and specialize the base sections and provide generalized versions of common user schemas, making them clearly shaped on distinct fields of materials science while still allowing broad applicability across the community.",https://github.com/FAIRmat-NFDI/nomad-material-processing,nomad-material-processing,levelsofschema.md,heading_qa,0.95
